Ticker,Short Name,NI / Profit T12M,SE End Pd LF,EBITDA T12M,EBIT T12M,Total Liab LF,FCF T12M,Tot Assets LF,Market Cap,P/E,Total Return YTD,Revenue T12M,EPS T12M,Tot Debt LF,Fitch Long Term Issuer Default Rating,Curr Liab LF,Curr Assets LF
NUTRESA CB Equity,GRUPO NUTRESA SA,1235765002240.00,5416710832128.00,2917090000000.00,2409342000000.00,22002614000000.00,1575599000000.00,27419325000000.00,137612275632400.00,103.15,7.94,20578988000000.00,2705.12,17309679000000.00,BB+,4473368000000.00,8817990000000.00
QSR CN Equity,RESTAURANT BRAND,776000000.00,5159000064.00,2188000000.00,2191000000.00,20456000000.00,1449000000.00,25615000000.00,45755953751.10,28.06,7.38,9434000000.00,2.37,15679000000.00,BB+,2891000000.00,2830000000.00
1171 HK Equity,YANKUANG ENRGY-H,10797604864.00,142935900160.00,39035424500.00,20651927000.00,288964486000.00,5128132000.00,431900381000.00,197635881521.13,12.44,55.51,137444374000.00,1.06,150910457000.00,BB+,153942360000.00,114411203000.00
FROTO TI Equity,FORD OTO,33986135040.00,156020686848.00,57065403000.00,39860009000.00,294759761000.00,76281383000.00,450780450000.00,375122795354.46,11.20,17.11,830827933000.00,9.69,163167480000.00,BB+,180623530000.00,223456658000.00
MOTHERSO IN Equity,SAMVARDHANA MOTH,38030000128.00,371285000192.00,103671000000.00,58737000000.00,518646707090.96,5970000000.00,928473000000.00,1245170076227.18,33.68,2.36,1125409000000.00,3.65,178053895228.57,BB+,420694000000.00,433079000000.00
285A JP Equity,KIOXIA HOLDINGS,272315006976.00,737696022528.00,764055000000.00,451748000000.00,2181983000000.00,252569000000.00,2919679000000.00,9816760744500.00,34.68,72.78,1706460000000.00,519.96,1320782000000.00,BB+,985173000000.00,806709000000.00
POW VN Equity,PETROVIETNAM POW,2341021155328.00,37083427110912.00,5934354073152.00,3079965719240.00,48503057826790.00,-2843911142179.00,88449897954902.00,41569391835800.00,16.39,14.57,34151233600443.00,826.53,25333985629664.20,BB+,30318491470424.00,36989040607182.00
PWON IJ Equity,PAKUWON JATI TBK,2138736295936.00,26237110059008.00,3283513494000.00,2537782623000.00,10032227211457.50,2388159261000.00,36071796233000.00,16181626406400.00,7.57,-0.59,7002476228000.00,44.41,6286130000000.00,BB+,3224821308000.00,12821009222000.00
NE US Equity,NOBLE CORP PLC,216717000.00,4548850176.00,1001021000.00,415552000.00,2980917000.00,432155000.00,7529767000.00,6956926292.60,76.29,56.43,3285568000.00,1.37,1976919000.00,BB-,759729000.00,1272282000.00
VIAV US Equity,VIAVI SOLUTIONS,-42000000.00,834300032.00,137800000.00,42800000.00,1943500000.00,78700000.00,2777800000.00,6451134938.60,765.20,56.45,1243700000.00,-0.18,1314300000.00,BB-,489600000.00,1278600000.00
VET CN Equity,VERMILION ENERGY,-653600992.00,2221861120.00,410374000.00,-333013000.00,3122359000.00,-780022000.00,5344220000.00,2349681699.34,6.28,34.68,1765141000.00,-4.25,1292737000.00,BB-,554547000.00,467286000.00
NOG US Equity,NORTHERN OIL AND,38761000.00,2126340992.00,1060706000.00,245847000.00,3283034000.00,252826000.00,5409375000.00,2807923916.46,5.83,34.42,2475723000.00,0.37,2395393000.00,BB-,539293000.00,586031000.00
KALU US Equity,KAISER ALUMINUM,112500000.00,826099968.00,320300000.00,188800000.00,1738700000.00,-25500000.00,2564800000.00,1988859251.67,20.26,7.46,3373000000.00,6.95,1100800000.00,BB-,427200000.00,1261500000.00
ASMDEE SS Equity,ASMODEE GROUP-B,41169000.00,1893513984.00,263822000.00,192998000.00,1292628586.71,65335000.00,3275779000.00,23401919541.29,54.45,-3.47,1617928000.00,0.18,690083000.00,BB-,509176000.00,936875000.00
MOVI3 BZ Equity,MOVIDA PARTICIPA,278191000.00,2788634112.00,5442986000.00,3090416000.00,26852930000.00,-1371629155.49,29641564000.00,4272598402.48,17.71,25.82,14261205000.00,0.69,18671281000.00,BB-,10594822000.00,7260531000.00
RGYAS TI Equity,RONESANS GY AS,8319881856.00,124787220480.00,9119846000.00,9098332000.00,56715633000.00,5354662000.00,181502850000.00,49219698989.87,5.97,12.70,11037857000.00,26.02,30052893000.00,BB-,6230080000.00,11093813000.00
GT US Equity,GOODYEAR TIRE,-1721000064.00,3403000064.00,1954000000.00,600000000.00,16716000000.00,-30000000.00,18208000000.00,2148879277.50,15.63,-14.38,18280000000.00,-5.98,7267000000.00,BB-,6782000000.00,7218000000.00
BMBL US Equity,BUMBLE INC-A,-198783000.00,1037040000.00,-154134000.00,-193066000.00,1155812000.00,173788000.00,2192852000.00,524725216.74,2.33,-14.29,1003141000.00,-1.94,600076000.00,BB-,123182000.00,437346000.00
2282 HK Equity,MGM CHINA,4301214976.00,1966593024.00,7957745000.00,6017091000.00,28896651000.00,5447406000.00,30863244000.00,45562454762.23,10.59,-8.54,31830129000.00,1.13,21822275000.00,BB-,11513394000.00,6976684000.00
RNW US Equity,RENEW ENERGY GLO,12744999552.00,142198996992.00,85221000000.00,61060000000.00,870735050166.90,-66106000000.00,1034348000000.00,2064059010.44,14.01,-5.84,129449000000.00,34.92,767449000000.00,BB-,282242000000.00,159619000000.00
GEMS IJ Equity,GOLDEN ENERGY MI,258234512.00,708586752.00,398880318.00,366682336.00,488017223.00,227673438.00,1196603953.00,49117647550000.00,11.27,2.77,2414053508.00,0.04,134444473.00,BB-,387850455.00,582041683.00
KOP US Equity,KOPPERS HOLDINGS,56000000.00,574300032.00,296700000.00,167800000.00,1312500000.00,67500000.00,1886800000.00,737457855.35,11.18,39.00,1879300000.00,2.88,1022500000.00,BB-,227100000.00,668700000.00
1128 HK Equity,WYNN MACAU LTD,1836675936.00,-13969381376.00,6820258000.00,4435832000.00,53553805000.00,3534936000.00,39584424000.00,29393437186.34,16.09,-5.89,27632692000.00,0.35,45594110000.00,BB-,18676323000.00,13292040000.00
DCH US Equity,DAUCH CORPORATIO,-19700000.00,640000000.00,605100000.00,112300000.00,6030200000.00,149300000.00,6670200000.00,1314436043.39,6.15,-13.10,5836700000.00,-0.18,4252100000.00,BB-,1234000000.00,3635000000.00
960 HK Equity,LONGFOR GROUP HO,7751307264.00,244442726400.00,15828955000.00,15513722000.00,387160380000.00,25262972000.00,631603101000.00,63797181554.31,6.90,5.84,139370221000.00,1.16,202636870000.00,BB-,208859016000.00,357820423000.00
EKGYO TI Equity,EMLAK KONUT,4784972304.00,129708654592.00,21273666666.67,24100000000.00,168902856000.00,-49071297000.00,335189944000.00,74860002899.17,8.00,2.54,81910765000.00,2.62,39042662000.00,BB-,155801289000.00,302689071000.00
WYNN US Equity,WYNN RESORTS LTD,327334000.00,-1031278976.00,1897911000.00,1118384000.00,14139396000.00,692220000.00,13108117000.00,10596225198.51,23.03,-15.36,7137924000.00,3.16,11382519125.20,BB-,1643178000.00,2683521000.00
ELIOR FP Equity,ELIOR GROUP,88000000.00,836000000.00,343000000.00,168000000.00,2941000000.00,200000000.00,3777000000.00,639101753.84,7.61,-3.27,6150000000.00,0.34,1017995333.23,BB-,2063000000.00,1155000000.00
BRAV3 BZ Equity,BRAVA ENERGIA,970779024.00,12403468288.00,4462187000.00,2605825000.00,29737073000.00,168013000.00,42140541000.00,9165714897.64,9.41,17.16,11025086000.00,2.10,19616192000.00,BB-,4858332000.00,8373555000.00
THC US Equity,TENET HEALTHCARE,1407000000.00,8972999680.00,4638000000.00,3508000000.00,20704000000.00,2530000000.00,29677000000.00,20605882850.00,14.01,19.24,21310000000.00,15.61,14880000000.00,BB-,4463000000.00,7849000000.00
HBM CN Equity,HUDBAY MINERALS,568500000.00,3231000064.00,1357700000.00,916500000.00,2992300000.00,206200000.00,6223300000.00,12016334458.08,29.47,11.12,2211000000.00,1.43,1097200000.00,BB-,1228700000.00,1163100000.00
MIN AU Equity,MINERAL RESOURCE,400000000.00,4212000000.00,2475000000.00,1653000000.00,7716000000.00,-131000000.00,11928000000.00,10733384198.37,26.71,-0.13,5234000000.00,2.03,5754167651.41,BB-,1716000000.00,2684000000.00
CNK US Equity,CINEMARK HOLDING,138200000.00,413800000.00,808500000.00,333200000.00,4020100000.00,177200000.00,4433900000.00,3180335018.70,27.68,19.35,3115000000.00,1.21,2991800000.00,BB-,848300000.00,598700000.00
SES CN Equity,SECURE WASTE INF,123000000.00,792000000.00,466000000.00,278000000.00,1736000000.00,48000000.00,2528000000.00,4205818450.47,35.03,12.02,1472000000.00,0.54,1020000000.00,BB-,530000000.00,643000000.00
EREGL TI Equity,EREGLI,511800960.00,297279782912.00,20280302000.00,8984679000.00,259872185000.00,42951236000.00,558531195000.00,195159994125.37,385.69,18.39,208909904000.00,0.07,158340895000.00,BB-,116913185000.00,250627343000.00
PPC GA Equity,PUBLIC POWER COR,367800000.00,6240000000.00,2274495000.00,1167666000.00,19655752746.74,-769583000.00,27426000000.00,6192658069.04,16.33,-4.95,9664207000.00,1.06,8129000000.00,BB-,7934000000.00,7849000000.00
TUPRS TI Equity,TUPRAS,29523182344.00,369828003840.00,63184698000.00,48558836000.00,222145849000.00,41483187000.00,591973843000.00,508192338972.50,16.84,39.91,830356131000.00,15.32,50249485000.00,BB-,169748201000.00,236931136000.00
HTWS LN Equity,HELIOS TOWER,84700000.00,108700000.00,424500000.00,243100000.00,2292700000.00,84700000.00,2401400000.00,1904726220.62,31.75,16.28,820400000.00,0.08,1953100000.00,BB-,352300000.00,537900000.00
MATW US Equity,MATTHEWS INTL-A,22630000.00,543216000.00,229241000.00,167303000.00,1009650000.00,-82076000.00,1552866000.00,798383977.65,208.35,-0.86,1380610000.00,0.72,586355000.00,BB-,324853000.00,489143000.00
PD CN Equity,PRECISION DRILL,1842000.00,1588882944.00,429814000.00,111910000.00,1137807000.00,149423000.00,2726690000.00,1574410109.40,37.67,23.82,1843704000.00,0.00,748491000.00,BB-,300100000.00,486915000.00
JSLG3 BZ Equity,JSL SA,94104000.00,1836166016.00,1891312000.00,1133615000.00,10622901000.00,-1417156000.00,12459067000.00,2148233085.00,22.67,23.56,9677586000.00,0.33,8236740626.92,BB-,2473090000.00,4655462000.00
ALGT US Equity,ALLEGIANT TRAVEL,-44697000.00,1052676992.00,311602000.00,37167000.00,3156724000.00,265040000.00,4209401000.00,1466957373.00,28.99,-6.77,2606579000.00,-2.51,2070306574.76,BB-,1018462000.00,967653000.00
GPGI US Equity,GPGI INC,-227687000.00,-106376000.00,17545000.00,9051000.00,353006000.00,23203000.00,505475000.00,5883815264.97,21.92,5.46,160683000.00,-2.16,16103000.00,BB-,58462000.00,132027000.00
ACCO US Equity,ACCO BRANDS CORP,40600000.00,644000000.00,190000000.00,153500000.00,1614500000.00,68600000.00,2258500000.00,352432280.03,9.45,4.83,1524700000.00,0.44,962300000.00,BB-,436600000.00,732500000.00
PGSUS TI Equity,PEGASUS,13750219360.00,116853874688.00,36613026426.00,17597372474.00,291649439920.21,26780222408.00,410168210677.00,85849998474.12,6.44,-7.56,154127554444.00,27.50,233184791330.00,BB-,88019782755.00,90234819051.00
NATL US Equity,NCR ATLEOS CORP,171000000.00,402000000.00,804000000.00,478000000.00,5362459383.30,239000000.00,5668000000.00,3344092288.38,10.10,19.29,4354000000.00,2.32,2934000000.00,BB-,1899000000.00,1824000000.00
MEDC IJ Equity,MEDCO ENERGI ITL,179733608.00,2384684032.00,1238848474.00,682273871.00,5546606336.77,284409926.00,8423157173.00,42480230815880.00,14.07,25.65,2373147720.00,0.01,3925335480.00,BB-,1362302314.00,1860221344.00
CRGY US Equity,CRESCENT ENERG-A,132900992.00,5165434880.00,1396181000.00,229279000.00,6628194646.66,-89752000.00,12443207000.00,3856107198.72,19.49,40.17,3579782000.00,0.53,5532216000.00,BB-,1259420000.00,1861057000.00
DFH US Equity,DREAM FINDERS-A,217197000.00,3727483904.00,450157000.00,414281000.00,2163351742.50,-126366000.00,3727484000.00,1505674143.60,7.94,-4.09,4322848000.00,2.30,1440859000.00,BB-,517180000.00,2894425000.00
VEON US Equity,VEON LTD,644000000.00,1647000064.00,2136000000.00,1348000000.00,7166000000.00,315000000.00,8813000000.00,3734305038.00,9.03,2.72,4226000000.00,9.19,5143000000.00,BB-,3038000000.00,2883000000.00
TTKOM TI Equity,TURK TELEKOM,22980532224.00,212437106688.00,99968376000.00,52766505000.00,214221505000.00,61527415000.00,426658604000.00,204224994659.42,9.00,2.78,242228623000.00,6.57,125579664000.00,BB-,75943922000.00,114286704000.00
TNL US Equity,TRAVEL + LEISURE,231000000.00,-982000000.00,696000000.00,553000000.00,7742000000.00,523000000.00,6760000000.00,4564394242.10,18.92,3.71,4021000000.00,3.47,3610000000.00,BB-,1440000000.00,1933000000.00
CS CN Equity,CAPSTONE COPPER,315874000.00,3831604992.00,1187347000.00,705670000.00,3365272000.00,166111000.00,7196877000.00,8583501409.16,140.95,-18.43,2359890000.00,0.41,1368228000.00,BB-,785563000.00,940384000.00
TCELL TI Equity,TURKCELL,17604006912.00,259333062656.00,104116173000.00,40766752000.00,238026970437.52,68177975000.00,500572832000.00,231219996643.07,13.29,15.47,241470821000.00,8.00,158649126000.00,BB-,91990404000.00,156628647000.00
VAMO3 BZ Equity,VAMOS LOCACAO DE,133098000.00,2630595072.00,3523052000.00,2583922000.00,19482500000.00,-1418169000.00,23021635000.00,4291699171.89,8.86,22.91,4272723000.00,0.13,16507097000.00,BB-,3428292000.00,6631101000.00
VTOL US Equity,BRISTOW GROUP IN,129074000.00,1059622976.00,436706000.00,158806000.00,1251638000.00,56385000.00,2311261000.00,1301918600.00,11.45,21.79,1490512000.00,4.47,916410000.00,BB-,365230000.00,694288000.00
HGV US Equity,HILTON GRAND VAC,81000000.00,2728999936.00,780000000.00,460000000.00,10097000000.00,230000000.00,11537000000.00,3545200611.68,20.11,-2.70,5047000000.00,0.93,4634000000.00,BB-,1272000000.00,6478000000.00
467 HK Equity,UNITED ENERGY GP,1288003008.00,12808120320.00,6527233000.00,1350853000.00,12226722000.00,349658000.00,25034842000.00,21196667539.63,16.36,86.36,17171073000.00,0.05,559892000.00,BB-,10808619000.00,9374037000.00
HLX US Equity,HELIX ENERGY SOL,30827000.00,1579911936.00,343137000.00,65135000.00,1047313853.85,120407000.00,2615904000.00,1325664828.00,29.67,43.54,1291474000.00,0.21,629750000.00,BB-,299678000.00,824992000.00
LTH US Equity,LIFE TIME GROUP,373671000.00,3126211072.00,1089525000.00,481293000.00,4881740000.00,-20958000.00,8007951000.00,5627194930.34,19.10,-4.55,2995255000.00,1.72,4142508000.00,BB-,609510000.00,385760000.00
KSS US Equity,KOHLS CORP,194000000.00,3929999872.00,1383000000.00,538000000.00,10214000000.00,819000000.00,14144000000.00,1696300567.92,10.19,-25.92,15751000000.00,1.75,6802000000.00,BB-,3307000000.00,4308000000.00
MSP SJ Equity,MAS P.L.C.,124967000.00,1212059008.00,59367000.00,59289000.00,639594000.00,-9464000.00,1851653000.00,14322914580.00,12.43,-12.35,101865000.00,0.19,380434000.00,BB-,250135000.00,329136000.00
ENOG LN Equity,ENERGEAN PLC,210019000.00,646556032.00,803158000.00,444890000.00,5662096000.00,283521000.00,6308652000.00,1669585488.54,19.88,3.21,1476101000.00,1.14,3514848000.00,BB-,2017057000.00,1035848000.00
MGM US Equity,MGM RESORTS INTE,205861992.00,3254541056.00,4309951000.00,1001780000.00,38097468000.00,1460451000.00,41373786000.00,9099820420.83,16.71,-2.52,17537683000.00,0.77,31375801000.00,BB-,3512107000.00,4332424000.00
UZMT ZU Equity,UZAUTO MOTORS AJ,3650494005248.00,13756055683072.00,4851823285242.08,4001288446307.55,17902613069760.00,-713682703086.89,31658668286880.00,14623998670218.00,4.01,8.45,51377525004898.00,13481.15,6774516118080.00,BB-,16692753983040.00,22923234144480.00
TSN US Equity,TYSON FOODS-A,200000000.00,18162999296.00,2209000000.00,820000000.00,17856000000.00,1107000000.00,36019000000.00,21628210881.38,15.80,5.62,55131000000.00,0.57,8362000000.00,BBB,6203000000.00,9512000000.00
KAP LI Equity,NAC KAZATOG-REGS,684848990208.00,3101852958720.00,1050651000000.00,904247000000.00,1174001537502.49,606990000000.00,3952965000000.00,19451745600.00,14.69,37.63,1867393000000.00,2640.56,209238000000.00,BBB,499737000000.00,1647324000000.00
NTGY SM Equity,NATURGY ENERGY,2023000064.00,11372999680.00,5192000000.00,3580000000.00,29841187355.32,2376000000.00,39101000000.00,24182168714.77,11.50,-3.70,19455000000.00,2.17,18707811477.45,BBB,8018000000.00,9422000000.00
TSCO LN Equity,TESCO PLC,1525000000.00,10805000192.00,4526000000.00,2702000000.00,28706000000.00,2028000000.00,39511000000.00,29691100001.40,20.33,5.59,71179000000.00,0.23,14240000000.00,BBB,15445000000.00,9225000000.00
BDX US Equity,BECTON DICKINSON,1757000000.00,25282000896.00,5146000000.00,2677000000.00,29559000000.00,2631000000.00,54841000000.00,47586051120.08,12.03,7.60,21923000000.00,6.13,19539000000.00,BBB,8761000000.00,9189000000.00
BT/A LN Equity,BT GROUP PLC,950000000.00,12595999744.00,7502000000.00,2455000000.00,37725000000.00,887000000.00,50321000000.00,20174502480.41,21.03,12.14,20051000000.00,0.10,23861000000.00,BBB,9297000000.00,7584000000.00
CENCOSUD CI Equity,CENCOSUD SA,314917071872.00,5274090340352.00,1574225511000.00,1036690398000.00,9589819107000.00,401199184000.00,14863909320000.00,7342962122359.00,23.11,-9.60,16594515400000.00,113.26,5496924836000.00,BBB,3773170490000.00,3464999068000.00
COPEC CI Equity,EMPRESAS COPEC,876850992.00,14919400448.00,2522766000.00,1454054000.00,18290348000.00,-159063000.00,33209748000.00,8644028089200.00,10.83,-5.81,29637952000.00,0.67,11334358750.00,BBB,5223996000.00,9096891000.00
MRVL US Equity,MARVELL TECHNOLO,2670099968.00,14308400128.00,2613500000.00,1322900000.00,7976900000.00,1396400000.00,22285300000.00,78032195137.39,66.63,5.48,8194600000.00,3.13,4470600000.00,BBB,3220500000.00,6460600000.00
MSI US Equity,MOTOROLA SOLUTIO,2154000000.00,2427000064.00,3553000000.00,2988000000.00,16962000000.00,2572000000.00,19389000000.00,76329000293.12,35.90,20.20,11682000000.00,12.93,9766000000.00,BBB,6078000000.00,6300000000.00
WLK US Equity,WESTLAKE CORP,-1508000000.00,9294999552.00,-222000000.00,-1578000000.00,10666000000.00,-530000000.00,19961000000.00,13199067778.22,90.16,40.28,11170000000.00,-11.70,6272000000.00,BBB,2770000000.00,6216000000.00
14 HK Equity,HYSAN DEV,840000000.00,76214001664.00,2513000000.00,2471000000.00,39208000000.00,467432445.15,115422000000.00,20529894142.71,65.82,5.77,3464000000.00,0.30,28524000000.00,BBB,4134000000.00,6203000000.00
CATE SS Equity,CATENA AB,1644000000.00,23971999744.00,2145125000.00,2156000000.00,23029810415.18,424000000.00,47221797659.03,29878251300.00,17.26,4.26,2666000000.00,27.22,16887757798.50,BBB,0.00,0.00
YCPS SM Equity,CASTELLANA PROPE,112024000.00,975068032.00,135517000.00,135443000.00,845647000.00,-386496000.00,1820715000.00,1193845680.50,10.42,27.21,138246000.00,0.90,674367000.00,BBB,178971000.00,75718000.00
NRR LN Equity,NEWRIVER REIT PL,29900000.00,450900000.00,44600000.00,42200000.00,565800000.00,18900000.00,1016700000.00,318252180.42,11.45,9.99,120900000.00,0.07,437600000.00,BBB,56800000.00,110300000.00
ICBP IJ Equity,INDOFOOD CBP SUK,6038317891584.00,71354489503744.00,17667829000000.00,15877450000000.00,61058569000000.00,7249690000000.00,132413059000000.00,83091094500000.00,13.76,-13.11,73377749000000.00,517.97,41990855297506.90,BBB,11846752000000.00,48996747000000.00
TLKM IJ Equity,TELKOM INDONESIA,21758000758784.00,155011996712960.00,72876000000000.00,39416000000000.00,136885000000000.00,41552000000000.00,291897000000000.00,307092871460000.00,14.11,-10.92,147365000000000.00,219.64,65513763028071.20,BBB,75685000000000.00,58408000000000.00
WHA NA Equity,WERELDHAVE NV,73344000.00,1342417024.00,143789000.00,142548000.00,1295825000.00,35998000.00,2638242000.00,951131673.50,13.16,9.55,215859000.00,1.60,1033065116.07,BBB,213007000.00,163790000.00
WAB US Equity,WABTEC CORP,1170000000.00,11189999616.00,2515000000.00,1793000000.00,10879000000.00,1499000000.00,22069000000.00,41722146049.20,32.69,14.77,11167000000.00,6.84,5933000000.00,BBB,5150000000.00,5694000000.00
000660 KS Equity,SK HYNIX INC,42919286800384.00,120666753859584.00,61136449000000.00,47206319000000.00,55567448223383.60,25854202000000.00,176107659000000.00,597957284235000.00,13.70,30.90,97146675000000.00,61983.50,24757848000000.00,BBB,37378999000000.00,69458073000000.00
FER SM Equity,FERROVIAL SE,888000000.00,7664999936.00,1667000000.00,1177000000.00,20992395867.82,1427000000.00,27420000000.00,40561996068.46,48.13,3.11,9627000000.00,1.23,10732000000.00,BBB,6464000000.00,7310000000.00
IMB LN Equity,IMPERIAL BRANDS,2071000064.00,5432000000.00,4271000000.00,3490000000.00,23283000000.00,3045000000.00,28715000000.00,24724405391.75,12.56,2.65,32171000000.00,2.52,9158255446.84,BBB,11854000000.00,8812000000.00
